image_filename,agents::agent_name,agents 2::agent_name,works::work_display_attribution,works::work_title,works::work_style,works::work_culture,works::work_date,image_description
A08-077-0409.jpg,,,,Purse Cover from the Sutton Hoo Ship Burial,,Anglo-Saxon,c. 600-650,
A08-077-0410.jpg,,,,Book of Durrow,,Hiberno-Saxon,c. 650-700,"Man, symbol of Saint Matthew"
A08-077-0411.jpg,,,,Book of Kells,,Hiberno-Saxon,c. 800,"Cats and Mice with Host, detail of  Chi Rho Iota page"
A08-077-0413.jpg,Emeterio (Emeterius),Senior,,Beatus of San Salvador,Mozarabic,Spanish,970,Colophon Page
A08-077-0414.jpg,Emeterio (Emeterius),Senior,,Beatus of San Salvador,Mozarabic,Spanish,970,Battle of the bird and the serpent
A08-077-0416.jpg,,,,Palace Chapel of Charlemagne,Carolingian,Frankish,792-805,Reconstruction
A08-077-0417.jpg,,,,"Abbey Church of Saint Riquier, Monastery of Centula",Carolingian,Frankish,dedicated 799,Engraving of 1612 after an 11th century drawing
A08-077-0418.jpg,,,,Plan of the Abbey of Saint Gall,Carolingian,Frankish,c. 815-820,
A08-077-0419.jpg,,,,Godescalc Gospel Lectionary,Carolingian,Frankish,781-83,Mark the Evangelist
A08-077-0424.jpg,,,,Oseberg Ship,,Viking,c. 815-820,
A08-077-0425.jpg,,,,Oseberg Ship,,Viking,c. 815-820,Prow with Gripping Beasts
A08-077-0427.jpg,,,,Portal at Urnes Stave Church,,Viking,11th c,
A08-077-0428.jpg,,,,Wooden Building Types in Northern Europe,,,,
A08-077-0429.jpg,,,,Stave Church at Borgund,,Viking,c. 1125-50,
A08-077-0431.jpg,,,,Church of Saint Cyriakus,Ottonian,German,961-973,
A08-077-0434.jpg,,,,Liuthar Gospels,Ottonian,German,c. 996,Otto III Enthroned
A08-077-0436.jpg,,,,Doors of Bishop Bernward,Ottonian,German,1015,
A08-077-0437.jpg,,,,Doors of Bishop Bernward,Ottonian,German,1015,Schematic Diagram
A08-077-0438.jpg,,,,Europe of the Early Middle Ages,,,,
A08-077-0440.jpg,John of Worchester,,,Worcester Chronicle ,Romanesque,English,c. 1140,Dream of Henry I
A08-077-0442.jpg,,,,Church of Sant Vincenc,Romanesque,Spanish,c. 1020-1040,
A08-077-0445.jpg,,,,"Cathedral of Saint James, Santiago de Compostela",Romanesque,Spanish,1078-1122,
A08-077-0446.jpg,,,,"Cathedral of Saint James, Santiago de Compostela",Romanesque,Spanish,1078-1122,Cross Section
A08-077-0447.jpg,,,,Abbey Church at Cluny,Romanesque,French,1088-1130,Reconstruction
A08-077-0448.jpg,,,,Abbey Church at Cluny,Romanesque,French,1088-1130,Reconstruction
A08-077-0450.jpg,,,,"Abbey Church of Notre-Dame, Fontenay",Romanesque,French,1139-47,Nave
A08-077-0454.jpg,,,,"Church of Sant’Ambrogio, Milan",Romanesque,Italian,Begun 1080,Nave
A08-077-0455.jpg,,,,Speyer Cathedral,Romanesque,German,c. 1080-1106,
A08-077-0457.jpg,,,,Durham Cathedral,Romanesque,English,1087-1133; 1242-c. 1280,Nave
A08-077-0458.jpg,,,,Durham Cathedral,Romanesque,English,1087-1133; 1242-c. 1280,Plan showing original east end
A08-077-0459.jpg,,,,"Church of Saint-Etienne, Abbaye-aux-Dames, Caen",Romanesque,French,c. 1060-1130,Nave
A08-077-0460.jpg,,,,"Church of Saint-Etienne, Abbaye-aux-Dames, Caen",Romanesque,French,c. 1060-1130,Cutaway drawing
A08-077-0461.jpg,,,,"Church of Saint-Etienne, Abbaye-aux-Dames, Caen",Romanesque,French,c. 1060-1130,Facade
A08-077-0462.jpg,,,,Dover Castle,Romanesque,English,c. 1150 and later,
A08-077-0463.jpg,Wiligelmo (Wiligelmus),,,"Creation and Fall, West Facade, Modena Cathedral",Romanesque,Italian,c. 1099-1100,
A08-077-0464.jpg,,,,"South Portal, Priory Church of Saint-Pierre, Moissac",Romanesque,French,c. 1115,
A08-077-0466.jpg,Gislebertus,,,"West Portal, Cathedral of Saint-Lazare, Autun",Romanesque,French,c. 1125 or 1145,Last Judgment Tympanum
A08-077-0467.jpg,Gislebertus,,,"Capital with the Death of Judas, from Saint-Lazare, Autun",Romanesque,French,c. 1125-1145,
A08-077-0470.jpg,,,,Majestat Batllo (Crucifix),Romanesque,Spanish,c. 1150,
A08-077-0472.jpg,,,,Tomb Cover with Effigy of Rudolf of Swabia,Romanesque,German,c. 1080,
A08-077-0474.jpg,,,,Codex Colbertinus,Romanesque,French,c. 1100,Saint Matthew
A08-077-0476.jpg,,,,Winchester Psalter,Romanesque,English,c. 1150,Mouth of Hell
A08-077-0482.jpg,,,,Pilgrimage Routes to Santiago de Compostela,Romanesque,,,
A08-077-0483.jpg,,,,Reliquary Statue of Sainte Foy,Romanesque,French,c. 850-1000,
A08-077-0485.jpg,,,,Europe in the Romanesque Period,,,,
A08-077-0487.jpg,,,,Abbey Church of Saint-Denis,Gothic,French,1135-1144,"Facade, in a 19th century engraving"
A08-077-0488.jpg,,,,Abbey Church of Saint-Denis,Gothic,French,1135-1144,
A08-077-0489.jpg,,,,"Cathedral of Notre-Dame, Paris",Gothic,French,begun 1163,
A08-077-0493.jpg,,,,"Cathedral of Notre-Dame, Chartres",Gothic,French,begun 1134,Aerial view
A08-077-0497.jpg,,,,Comparison of Gothic Cathedral Elevations,,,,
A08-077-0498.jpg,,,,"Tree of Jesse window, Cathedral of Notre-Dame, Chartres",Gothic,French,c. 1150 - 1170,
A08-077-0500.jpg,,,,"Cathedral of Notre-Dame, Amiens",Gothic,French,begun 1220,Nave
A08-077-0501.jpg,,,,"Cathedral of Notre-Dame, Amiens",Gothic,French,begun 1220,
A08-077-0502.jpg,,,,"Cathedral of Notre-Dame, Amiens",Gothic,French,begun 1220,Vaulting in nave
A08-077-0505.jpg,,,,"Cathedral of Notre-Dame, Amiens",Gothic,French,begun 1220,West facade
A08-077-0506.jpg,,,,"West Portal, Cathedral of Notre-Dame, Amiens",Gothic,French,c. 1220-1240,
A08-077-0507.jpg,,,,"West Portal, Cathedral of Notre-Dame, Amiens",Gothic,French,c. 1220-1240,Beau Dieu
A08-077-0508.jpg,,,,"West Portal, Cathedral of Notre-Dame, Reims",Gothic,French,mid 13th c.,Annunciation and Visitation
A08-077-0511.jpg,,,,Psalter of Saint Louis,Gothic,French,1260-1270,"Abraham, Sarah and three Angels"
A08-077-0514.jpg,,,,Salisbury Cathedral,Gothic,English,1220-1330,
A08-077-0521.jpg,,,,Strasbourg Cathedral,Gothic,German,c. 1240-1399,South transept portal: Dormition of the Virgin
A08-077-0524.jpg,"Pisano, Nicola",,,Pisa Baptistery Pulpit,Gothic,Italian,1255-1260,
A08-077-0525.jpg,"Pisano, Nicola",,,Pisa Baptistery Pulpit,Gothic,Italian,1255-1260,Annunciation and Nativity
A08-077-0527.jpg,,,,Siena Cathedral,Gothic,Italian,1215-1263,
A08-077-0528.jpg,"Pisano, Giovanni",,,Crucifix,Gothic,Italian,c. 1250-1270,
A08-077-0531.jpg,,,,Rib Vaulting,,,,
A08-077-0532.jpg,Villard de Honnecourt,,,Sheet of Drawings with Geometric Figures and Ornaments,Gothic,French,1220-1235,
A08-077-0533.jpg,,,,Elements of the Gothic Church,,,,
A08-077-0534.jpg,,,,Europe in the Gothic Era,,,,
A08-077-0535.jpg,Orcagna (Andrea Orcagna),,,"Tabernacle, Orsanmichele",Gothic,Italian,c. 1355-1359,
A08-077-0536.jpg,"Daddi, Bernardo ",,,Madonna and Child,Gothic,Italian,1346-1347,
A08-077-0538.jpg,"Talenti, Simone",,,Loggia dei Lanzi,Gothic,Italian,1376-1382,
A08-077-0539.jpg,Arnolfo di Cambio,,(from a design by),Florence Cathedral (Santa Maria del Fiore),Gothic,Italian,1296 - 1350,
A08-077-0540.jpg,Arnolfo di Cambio,,(from a design by),Florence Cathedral (Santa Maria del Fiore),Gothic,Italian,1296 - 1350,
A08-077-0541.jpg,Andrea Pisano,,,"South Doors, Baptistery of San Giovanni",Gothic,Italian,1330-1336,
A08-077-0542.jpg,Cimabue,,,Santa Trinita Madonna (Madonna of the Holy Trinity),Gothic,Italian,c. 1260-1280,
A08-077-0543.jpg,Giotto (Giotto di Bondone),,,Ognissanti Madonna,Gothic,Italian,1305-1310,
A08-077-0544.jpg,Giotto (Giotto di Bondone),,,Arena Chapel (Scrovegni Chapel),Gothic,Italian,1305-1306,
A08-077-0546.jpg,Giotto (Giotto di Bondone),,,Arena Chapel (Scrovegni Chapel),Gothic,Italian,1305-1306,Lamentation
A08-077-0547.jpg,Duccio Di Buoninsegna,,,"Virgin and Child in Majesty, from the Maestà",Gothic,Italian,1308-1311,
A08-077-0550.jpg,Duccio Di Buoninsegna,,,"Nativity with Prophets Isaiah and Ezekiel, from the Maestà",Gothic,Italian,1308-1311,
A08-077-0551.jpg,Duccio Di Buoninsegna,,,"Nativity with Prophets Isaiah and Ezekiel, from the Maestà",Gothic,Italian,1308-1311,
A08-077-0552.jpg,Duccio Di Buoninsegna,,,"Nativity with Prophets Isaiah and Ezekiel, from the Maestà",Gothic,Italian,1308-1311,
A08-077-0553.jpg,Duccio Di Buoninsegna,,,"Nativity with Prophets Isaiah and Ezekiel, from the Maestà",Gothic,Italian,1308-1311,
A08-077-0554.jpg,"Lorenzetti, Ambrogio",,,Sala della Pace,Gothic,Italian,1338 - 1340,
A08-077-0557.jpg,"Pucelle, Jean",,,Book of Hours of Jeanne d'Evreux,Gothic,French,c. 1325-1328,Betrayal of Christ and the Annunciation
A08-077-0560.jpg,,,,Chichester-Constable Chasuble,Gothic,English,1330-1350,
A08-077-0563.jpg,"Parler, Heinrich","Parler, Peter",,Church of the Holy Cross,Gothic,German,begun 1317,
A08-077-0564.jpg,"Parler, Peter",,,"Saint Wenceslas Chapel, Cathedral of Saint Vitus",Gothic,Bohemian,1356-1375,
A08-077-0566.jpg,,,,Virgin and Child,Gothic,Bohemian,c. 1390,
A08-077-0567.jpg,,,,Vesperbild (Pieta),Gothic,German,c. 1330,
A08-077-0569.jpg,"Traini, Francesco",,,Triumph of Death,Gothic,Italian,c. 1350,
A08-077-0570.jpg,,,,Europe in the Fourteenth Century,,,,
A08-077-0571.jpg,"Eyck, Jan van","Eyck, Hubert van",,Ghent Altarpiece (Adoration of the Mystic Lamb),"Late Gothic, Renaissance",Flemish,completed 1432,Closed wings
A08-077-0572.jpg,"Eyck, Jan van","Eyck, Hubert van",,Ghent Altarpiece (Adoration of the Mystic Lamb),"Late Gothic, Renaissance",Flemish,completed 1432,Left exterior panel
A08-077-0573.jpg,"Eyck, Jan van","Eyck, Hubert van",,Ghent Altarpiece (Adoration of the Mystic Lamb),"Late Gothic, Renaissance",Flemish,completed 1432,Annunciation on exterior
A08-077-0574.jpg,"Eyck, Jan van","Eyck, Hubert van",,Ghent Altarpiece (Adoration of the Mystic Lamb),"Late Gothic, Renaissance",Flemish,completed 1432,Right exterior panel
A08-077-0577.jpg,Limbourg Brothers,,,Très Riches Heures du Duc de Berry,"Late Gothic, Renaissance",Flemish,1411-1416,"January, the Duke at table"
A08-077-0578.jpg,Limbourg Brothers,,,Très Riches Heures du Duc de Berry,"Late Gothic, Renaissance",Flemish,1411-1416,January calendar device
A08-077-0579.jpg,Jacques de Baerze,"Broederlam, Melchior",,Champmol Altarpiece (Altarpiece of the Crucifixion),"Late Gothic, Renaissance",Netherlandish,1393-1399,Left wing
A08-077-0580.jpg,Jacques de Baerze,"Broederlam, Melchior",,Champmol Altarpiece (Altarpiece of the Crucifixion),"Late Gothic, Renaissance",Netherlandish,1393-1399,Annunciation and Visitation
A08-077-0581.jpg,Jacques de Baerze,"Broederlam, Melchior",,Champmol Altarpiece (Altarpiece of the Crucifixion),"Late Gothic, Renaissance",Netherlandish,1393-1399,Right wing
A08-077-0582.jpg,Jacques de Baerze,"Broederlam, Melchior",,Champmol Altarpiece (Altarpiece of the Crucifixion),"Late Gothic, Renaissance",Netherlandish,1393-1399,Presentation in the Temple and the Flight into Egypt
A08-077-0584.jpg,"Sluter, Claus",,,Well of Moses,"Late Gothic, Renaissance",Netherlandish,1395-1406,Moses
A08-077-0585.jpg,"Sluter, Claus",,,Well of Moses,"Late Gothic, Renaissance",Netherlandish,1395-1406,David
A08-077-0587.jpg,Limbourg Brothers,,,Très Riches Heures du Duc de Berry,"Late Gothic, Renaissance",Flemish,1411-1416,"February, life in the country"
A08-077-0588.jpg,Limbourg Brothers,,,Très Riches Heures du Duc de Berry,"Late Gothic, Renaissance",Flemish,1411-1416,February calendar device
A08-077-0589.jpg,Master of Mary of Burgundy,,,Hours of Mary of Burgundy,"Late Gothic, Renaissance",Flemish,before 1482,Mary at her devotions
A08-077-0591.jpg,,,,Vestments of the Order of the Golden Fleece (Vienna Vestments),"Late Gothic, Renaissance",Netherlandish,c. 1425-1440,Cope of Christ
A08-077-0593.jpg,"Campin, Robert (Master of Flémalle)",,,Mérode Altarpiece,"Late Gothic, Renaissance",Flemish,c.1425-1428,Annunciation
A08-077-0595.jpg,"Campin, Robert (Master of Flémalle)",,,Mérode Altarpiece,"Late Gothic, Renaissance",Flemish,c.1425-1428,Joseph in his shop
A08-077-0597.jpg,"Eyck, Jan van","Eyck, Hubert van",,Ghent Altarpiece (Adoration of the Mystic Lamb),"Late Gothic, Renaissance",Flemish,completed 1432,Center interior panel
A08-077-0598.jpg,"Eyck, Jan van","Eyck, Hubert van",,Ghent Altarpiece (Adoration of the Mystic Lamb),"Late Gothic, Renaissance",Flemish,completed 1432,Left interior panel
A08-077-0599.jpg,"Eyck, Jan van","Eyck, Hubert van",,Ghent Altarpiece (Adoration of the Mystic Lamb),"Late Gothic, Renaissance",Flemish,completed 1432,Right interior panel
A08-077-0603.jpg,"Weyden, Rogier van der",,,Escorial Deposition,"Late Gothic, Renaissance",Flemish,c. 1435-1438,
A08-077-0604.jpg,"Weyden, Rogier van der",,,Beaune (Last Judgment) Altarpiece,"Late Gothic, Renaissance",Flemish,c. 1450,Interior
A08-077-0605.jpg,"Weyden, Rogier van der",,,Beaune (Last Judgment) Altarpiece,"Late Gothic, Renaissance",Flemish,c. 1450,Center interior panel
A08-077-0606.jpg,"Weyden, Rogier van der",,,Beaune (Last Judgment) Altarpiece,"Late Gothic, Renaissance",Flemish,c. 1450,Exterior
A08-077-0607.jpg,"Weyden, Rogier van der",,,Beaune (Last Judgment) Altarpiece,"Late Gothic, Renaissance",Flemish,c. 1450,Left exterior panel
A08-077-0608.jpg,"Weyden, Rogier van der",,,Beaune (Last Judgment) Altarpiece,"Late Gothic, Renaissance",Flemish,c. 1450,Right exterior panel
A08-077-0609.jpg,"Weyden, Rogier van der",,,Beaune (Last Judgment) Altarpiece,"Late Gothic, Renaissance",Flemish,c. 1450,Nicolas Rolin
A08-077-0610.jpg,"Weyden, Rogier van der",,,Beaune (Last Judgment) Altarpiece,"Late Gothic, Renaissance",Flemish,c. 1450,Guigone de Salins
A08-077-0611.jpg,"Weyden, Rogier van der",,,Beaune (Last Judgment) Altarpiece,"Late Gothic, Renaissance",Flemish,c. 1450,Annunciation on exterior
A08-077-0612.jpg,"Weyden, Rogier van der",,,Portrait of a Lady,"Late Gothic, Renaissance",Flemish,c.1455,
A08-077-0613.jpg,"Weyden, Rogier van der",,,Portrait of a Lady,"Late Gothic, Renaissance",Flemish,c.1455,
A08-077-0615.jpg,"Bouts, Dieric, the elder",,,Justice of Emperor Otto III,"Late Gothic, Renaissance",Netherlandish,1470-1475,
A08-077-0616.jpg,"Bouts, Dieric, the elder",,,Justice of Emperor Otto III,"Late Gothic, Renaissance",Netherlandish,1470-1475,Beheading of the Innocent Count
A08-077-0617.jpg,"Bouts, Dieric, the elder",,,Justice of Emperor Otto III,"Late Gothic, Renaissance",Netherlandish,1470-1475,Ordeal by Fire
A08-077-0622.jpg,"Goes, Hugo van der",,,Portinari Altarpiece,"Late Gothic, Renaissance",Netherlandish,c. 1474-1476,Flowers
A08-077-0623.jpg,"Fouquet, Jean",,,Etienne Chevalier and Saint Stephen,"Late Gothic, Renaissance",French,c. 1450,
A08-077-0624.jpg,"Fouquet, Jean",,,Virgin and Child,"Late Gothic, Renaissance",French,c. 1451,
A08-077-0625.jpg,,,,Church of Saint-Maclou,"Late Gothic, Renaissance",French,1432-1521,
A08-077-0627.jpg,"Guas, Juan",,,San Juan de los Reyes,Gothic,Spanish,begun 1477,
A08-077-0628.jpg,"Guas, Juan",,,San Juan de los Reyes,Gothic,Spanish,begun 1477,
A08-077-0629.jpg,"Gonçalves, Nuno",,,Saint Vincent with the Portuguese Royal Family,Renaissance,Portuguese,c. 1465-1467,
A08-077-0631.jpg,,,,Buxheim Saint Christopher,"Late Gothic, Renaissance",German,1423,Hand colored print
A08-077-0633.jpg,,,,Caxton’s Canterbury Tales,Gothic,English,1484,Page with pilgrims at table
A08-077-0634.jpg,,,,Altars and Altarpieces,,,,
A08-077-0635.jpg,"Memling, Hans",,,Saint Ursula Reliquary,Renaissance,Flemish,1489,Martyrdom of Saint Ursula
A08-077-0637.jpg,,,,De Claris Mulieribus (Concerning Famous Women),"Late Gothic, Renaissance",French,1402,Thamyris in her studio
A08-077-0638.jpg,"Memling, Hans",,,Saint Ursula Reliquary,Renaissance,Flemish,1489,
A08-077-0639.jpg,,,,Northern Europe and the Iberian Peninsula in the Fifteenth Century,,,,
A08-077-0641.jpg,"Brunelleschi, Filippo",,,Florence Cathedral Dome,Renaissance,Italian,1417-1436,
A08-077-0642.jpg,"Brunelleschi, Filippo",,,Basilica of San Lorenzo,Renaissance,Italian,1421-1428 and later,Old Sacristy
A08-077-0644.jpg,"Brunelleschi, Filippo",,,Basilica of San Lorenzo,Renaissance,Italian,1421-1428 and later,Nave
A08-077-0647.jpg,"Alberti, Leon Battista",,,Palazzo Rucellai,Renaissance,Italian,1446-1451,Facade
A08-077-0649.jpg,Donatello,,,Saint George from Orsanmichele,Renaissance,Italian,c. 1417,
A08-077-0652.jpg,Donatello,,,David,Renaissance,Italian,c. 1440,
A08-077-0654.jpg,Donatello,,,Mary Magdalene,Renaissance,Italian,1453-1455,
A08-077-0655.jpg,"Verrocchio, Andrea del",,,Equestrian Monument of Bartolommeo Colleoni,Renaissance,Italian,1486 - 1496,
A08-077-0656.jpg,"Pollaiuolo, Antonio del (Pollaiolo, Antonio del)",,,Hercules and Antaeus,Renaissance,Italian,c. 1475,
A08-077-0657.jpg,"Pollaiuolo, Antonio del (Pollaiolo, Antonio del)",,,Battle of Ten Nude Men,Renaissance,Italian,c. 1465-1470,
A08-077-0658.jpg,Masaccio,,,"Trinity with the Virgin, Saint John the Evangelist and Donors",Renaissance,Italian,c. 1425-1428,
A08-077-0659.jpg,Masaccio,Masolino da Panicale,,Brancacci Chapel Frescoes,Renaissance,Italian,c. 1426-1427,
A08-077-0662.jpg,"Angelico, Fra",,,Annunciation,Renaissance,Italian,c. 1438-1445,
A08-077-0665.jpg,Giuliano Da Maiano,,(attributed to),Studiolo of Federico da Montefeltro,Renaissance,Italian,1476,
A08-077-0666.jpg,Piero della Francesca,Bicci di Lorenzo,,Capella Maggiore,Renaissance,Italian,c. 1452-1456,Recognition and Proving of the True Cross
A08-077-0667.jpg,Piero della Francesca,,,Portraits and Triumph of Battista Sforza and Federico da Montefeltro,Renaissance ,Italian,c. 1472-1475,Battista Sforza and Federico da Montefeltro
A08-077-0668.jpg,Piero della Francesca,,,Portraits and Triumph of Battista Sforza and Federico da Montefeltro,Renaissance ,Italian,c. 1472-1475,Triumph of Battista Sforza and Federico da Montefeltro
A08-077-0669.jpg,"Alberti, Leon Battista",,,"Sant'Andrea, Mantua",Renaissance,Italian,begun 1472,
A08-077-0670.jpg,"Alberti, Leon Battista",,,"Sant'Andrea, Mantua",Renaissance,Italian,begun 1472,
A08-077-0671.jpg,"Alberti, Leon Battista",,,"Sant'Andrea, Mantua",Renaissance,Italian,begun 1472,Nave
A08-077-0672.jpg,"Mantegna, Andrea",,,"Camera Picta in the Palazzo Ducale, Mantua (Camera degli Sposi)",Renaissance,Italian,1465-1474,
A08-077-0673.jpg,"Perugino (Vannucci, Pietro di Cristoforo)",,,Delivery of the Keys to Saint Peter,Renaissance,Italian,1481,
A08-077-0674.jpg,"Ghirlandaio, Domenico",,,Sassetti Chapel frescoes,Renaissance,Italian,1483-1486,
A08-077-0676.jpg,"Botticelli, Sandro",,,Primavera,Renaissance,Italian,c. 1482,
A08-077-0677.jpg,"Botticelli, Sandro",,,Birth of Venus,Renaissance,Italian,c. 1484-1486,
A08-077-0678.jpg,"Botticelli, Sandro",,,Mystic Nativity,Renaissance,Italian,1500,
A08-077-0679.jpg,"Raverti, Matteo","Bono, Bartolomeo",,Ca' d'Oro (Palazzo Santa Sofia),Gothic ,Italian,1420-1434,
A08-077-0680.jpg,"Bellini, Gentile",,,The Procession of the Relic of the True Cross before San Marco,Renaissance,Italian,1496,
A08-077-0681.jpg,"Bellini, Giovanni",,,San Giobbe Altarpiece (Virgin and Child with Saints),Renaissance,Italian,c. 1478,Computer reconstruction
A08-077-0683.jpg,,,,Albarello,Renaissance,Italian,c. 1480,
A08-077-0686.jpg,"Manutius, Aldus","Colonna, Fra Francesco",,Hypnerotomachia Poliphili,Renaissance,Italian,1499,Garden of Love
A08-077-0688.jpg,,,,Italy in the Fifteenth Century,,Italian,,
A08-077-0689.jpg,"Raphael (Sanzio, Raphael)",,,Stanza della Segnatura,Renaissance,Italian,1510-1511,
A08-077-0691.jpg,Leonardo da Vinci,,,Virgin and Child with Saint Anne and Young Saint John the Baptist (Burlington House Cartoon),Renaissance,Italian,c. 1500,
A08-077-0692.jpg,Leonardo da Vinci,,,Mona Lisa,Renaissance,Italian,c. 1503,
A08-077-0693.jpg,"Raphael (Sanzio, Raphael)",,,Small Cowper Madonna,Renaissance,Italian,c. 1505,
A08-077-0695.jpg,"Raphael (Sanzio, Raphael)",,,Leo X with Cardinals Giulio de' Medici and Luigi de' Rossi,Renaissance,Italian,c. 1517,
A08-077-0696.jpg,"Aelst, Pieter van, the younger","Raphael (Sanzio, Raphael)",(from a design by),Miraculous Draft of Fishes,Renaissance,Flemish,1515-1516,
A08-077-0698.jpg,"Buonarroti, Michelangelo",,,David,Renaissance,Italian,1501-1504,
A08-077-0699.jpg,"Buonarroti, Michelangelo",,,David,Renaissance,Italian,1501-1504,
A08-077-0704.jpg,"Buonarroti, Michelangelo",,,Moses,Renaissance,Italian,c. 1513-1516,
A08-077-0705.jpg,"Buonarroti, Michelangelo",,,"Medici Chapel, Basilica of San Lorenzo (New Sacristy)",Renaissance ,Italian,1519-1534,
A08-077-0707.jpg,"Sangallo, Antonio da, the younger","Buonarroti, Michelangelo",,Palazzo Farnese,Renaissance,Italian,1517-1560,Facade
A08-077-0710.jpg,"Correggio (Allegri, Antonio)",,,Assumption of the Virgin,Renaissance,Italian,c. 1526 - 1530,
A08-077-0712.jpg,Giorgione (Giorgio da Castelfranco),,,The Tempest,Renaissance,Italian,c. 1506-1508,
A08-077-0716.jpg,Titian (Tiziano Vecellio),"Palma, Jacopo, il Giovane (Palma Giovane)",,Pietà,Renaissance,Italian,c. 1576,
A08-077-0717.jpg,"Buonarroti, Michelangelo",,,Last Judgment,Renaissance ,Italian,1536-1541,
A08-077-0719.jpg,"Buonarroti, Michelangelo",,,Rondanini Pietà,Renaissance ,Italian,1564,
A08-077-0721.jpg,"Vignola, Jacopo da","Porta, Giacomo della",,Il Gesù,Renaissance,Italian,c. 1573-1584,Plan and section
A08-077-0723.jpg,"Pontormo (Carucci, Jacopo)",,,Entombment,Renaissance,Italian,1525-1528,
A08-077-0725.jpg,"Bronzino, Agnolo",,,Portrait of a Young Man,Renaissance,Italian,c. 1540-1545,
A08-077-0727.jpg,"Clovio, Giulio",,,Farnese Hours,Renaissance,Italian,1546,Adoration of the Magi; Meeting of Solomon and Sheba
A08-077-0729.jpg,"Cellini, Benvenuto",,,Saltcellar of King Francis I of France,Renaissance,Italian,1540-1543,
A08-077-0730.jpg,Giambologna (Giovanni da Bologna),,,Astronomy,Renaissance,Flemish,c. 1573,
A08-077-0738.jpg,Titian (Tiziano Vecellio),,,"Portrait of Isabella d’Este, Marchioness of Mantua",Renaissance,Italian,c. 1534-1536,
A08-077-0739.jpg,"Buonarroti, Michelangelo",,(from a design by),Saint Peter's Basilica,Renaissance,Italian,c. 1546-1564,
A08-077-0740.jpg,"Buontalenti, Bernardo",,,Great Grotto in the Boboli Gardens,Renaissance,Italian,1583-1593,
A08-077-0741.jpg,Leonardo da Vinci,,,Vitruvian Man,Renaissance,Italian,c. 1490,
A08-077-0742.jpg,,,,Italy in the Sixteenth Century,,Italian,,
A08-077-0743.jpg,"Dürer, Albrecht",,,Melencolia I,Renaissance,German,1514,
A08-077-0745.jpg,"Stoss, Veit, the elder",,,Annunciation and Virgin of the Rosary,Renaissance,German,1517-1518,
A08-077-0746.jpg,"Grünewald, Matthias (Mathis Gothart Niethart)","Hagenauer, Nikolaus",,Isenheim Alterpiece,Renaissance,German,Completed 1515,
A08-077-0751.jpg,"Dürer, Albrecht",,,The Apocalypse: The Four Horsemen of the Apocalypse,Renaissance,German,1498,
A08-077-0752.jpg,"Dürer, Albrecht",,,The Apocalypse: The Four Horsemen of the Apocalypse,Renaissance,German,1498,
A08-077-0753.jpg,"Dürer, Albrecht",,,The Apocalypse: The Four Horsemen of the Apocalypse,Renaissance,German,1498,
A08-077-0754.jpg,"Dürer, Albrecht",,,The Apocalypse: The Four Horsemen of the Apocalypse,Renaissance,German,1498,
A08-077-0755.jpg,"Dürer, Albrecht",,,The Apocalypse: The Four Horsemen of the Apocalypse,Renaissance,German,1498,
A08-077-0756.jpg,"Dürer, Albrecht",,,The Apocalypse: The Four Horsemen of the Apocalypse,Renaissance,German,1498,
A08-077-0758.jpg,"Dürer, Albrecht",,,Adam and Eve,Renaissance,German,1504,
A08-077-0762.jpg,"Clouet, Jean",,,Francis I,Renaissance,French,1525-1530,
A08-077-0763.jpg,"Clouet, Jean",,,Francis I,Renaissance,French,1525-1530,Hands
A08-077-0765.jpg,"Primaticcio, Francesco",,,"Chamber of the Duchess of Étampes, Château of Fontainebleau",Renaissance,French,c. 1540-1550,
A08-077-0766.jpg,"Primaticcio, Francesco",,,"Chamber of the Duchess of Étampes, Château of Fontainebleau",Renaissance,French,c. 1540-1550,
A08-077-0768.jpg,"Palissy, Bernard",,(attributed to),Oval Plate in the Style Rustique,Renaissance,French,c. 1570-1590,
A08-077-0770.jpg,"Greco, El (Theotokopoulos, Domenikos)",,,Burial of Count Orgaz,"Renaissance, Mannerist",Spanish,1586,
A08-077-0771.jpg,"Greco, El (Theotokopoulos, Domenikos)",,,View of Toledo,"Renaissance, Mannerist",Spanish,c. 1610,
A08-077-0773.jpg,"Bosch, Hieronymus",,,Garden of Earthly Delights,Renaissance,Flemish,c. 1505-1515,Left wing
A08-077-0774.jpg,"Bosch, Hieronymus",,,Garden of Earthly Delights,Renaissance,Flemish,c. 1505-1515,Center panel
A08-077-0775.jpg,"Bosch, Hieronymus",,,Garden of Earthly Delights,Renaissance,Flemish,c. 1505-1515,Right wing
A08-077-0776.jpg,"Gossaert, Jan (Mabuse)",,,Saint Luke Drawing the Virgin,Renaissance,Flemish,c. 1520-1522,
A08-077-0777.jpg,"Reymerswaele, Marinus van",,,Banker and His Wife,Renaissance,Netherlandish,1540,
A08-077-0778.jpg,"Hemessen, Catharina van",,,Self-Portrait,Renaissance,Flemish,1548,
A08-077-0779.jpg,"Bruegel, Pieter, I (Bruegel, Pieter, the elder)",,,Fall of Icarus,Renaissance,Flemish,c. 1555-1556,
A08-077-0781.jpg,"Bruegel, Pieter, I (Bruegel, Pieter, the elder)",,,Hunters in the Snow (The Return of the Hunters),Renaissance,Flemish,1565,
